,Código da IES,Nome da IES,Categoria Administrativa,Código da Área,Área de Avaliação,Código do Município,Município do Curso,Nº de Concluintes Inscritos,Nº de Concluintes Participantes,Conceito Enade (Contínuo),CPC (Contínuo),CPC (Faixa),Ano
4221,1444,FACULDADES INTEGRADAS EINSTEIN DE LIMEIRA,PRIVADA,1,ADMINISTRAÇÃO,350602726902,LIMEIRA,37.0,43.0,3.9771132469177246,3.7328603267669678,4,2009
4223,1445,CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA,PRIVADA,1,ADMINISTRAÇÃO,351506150308,SAO PAULO,7.0,45.0,3.2264342308044434,2.723804473876953,3,2009
4226,1445,CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA,PRIVADA,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,351506148807,SAO CAETANO DO SUL,27.0,27.0,2.7738115787506104,1.9512484073638916,3,2009
4228,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,PRIVADA,2,DIREITO,530100100108,BRASILIA,86.0,53.0,2.136136293411255,1.85030198097229,2,2009
4230,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,PRIVADA,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,530100100108,BRASILIA,38.0,25.0,2.3076465129852295,2.1910929679870605,3,2009
4231,1446,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,PRIVADA,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,530100100108,BRASILIA,113.0,65.0,2.4764487743377686,2.1669249534606934,3,2009
4232,1449,"FACULDADE DE EDUCAÇÃO, ADMINISTRAÇÃO E TECNOLOGIA DE IBAITI",PRIVADA,1,ADMINISTRAÇÃO,410401709708,IBAITI,31.0,52.0,1.07884681224823,1.2838743925094604,2,2009
4234,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,PRIVADA,1,ADMINISTRAÇÃO,310501948103,PATROCINIO,73.0,40.0,2.4631168842315674,2.0656023025512695,3,2009
4236,1450,CENTRO UNIVERSITÁRIO DO CERRADO-PATROCÍNIO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,310501948103,PATROCINIO,46.0,41.0,1.7503336668014526,1.4299800395965576,2,2009
4237,1451,FACULDADES INTEGRADAS DE SÃO CARLOS,PRIVADA,1,ADMINISTRAÇÃO,350502548906,SAO CARLOS,46.0,51.0,1.671226978302002,1.4966117143630981,2,2009
4238,1451,FACULDADES INTEGRADAS DE SÃO CARLOS,PRIVADA,2,DIREITO,350502548906,SAO CARLOS,55.0,66.0,1.5958561897277832,1.6766875982284546,2,2009
4239,1451,FACULDADES INTEGRADAS DE SÃO CARLOS,PRIVADA,67,SECRETARIADO EXECUTIVO,350502548906,SAO CARLOS,11.0,28.0,2.329461097717285,1.9559519290924072,3,2009
4240,1452,FACULDADE ATENAS MARANHENSE,PRIVADA,1,ADMINISTRAÇÃO,210100211300,SAO LUIS,169.0,138.0,1.9869858026504517,2.097296953201294,3,2009
4241,1452,FACULDADE ATENAS MARANHENSE,PRIVADA,22,CIÊNCIAS CONTÁBEIS,210100211300,SAO LUIS,138.0,100.0,1.7535980939865112,1.8939621448516846,2,2009
4242,1452,FACULDADE ATENAS MARANHENSE,PRIVADA,29,TURISMO,210100211300,SAO LUIS,15.0,22.0,2.265612840652466,2.0666136741638184,3,2009
4243,1452,FACULDADE ATENAS MARANHENSE,PRIVADA,67,SECRETARIADO EXECUTIVO,210100211300,SAO LUIS,43.0,42.0,0.8906121850013733,1.2746641635894775,2,2009
4244,1454,FACULDADE SALESIANA DO NORDESTE,PRIVADA,1,ADMINISTRAÇÃO,260501711606,RECIFE,17.0,16.0,0.8782779574394226,1.108049750328064,2,2009
4245,1454,FACULDADE SALESIANA DO NORDESTE,PRIVADA,2,DIREITO,260501711606,RECIFE,14.0,31.0,1.281527042388916,1.5772593021392822,2,2009
4248,1455,FACULDADE SANTÍSSIMO SACRAMENTO,PRIVADA,1,ADMINISTRAÇÃO,290401700702,ALAGOINHAS,37.0,185.0,1.6877987384796143,1.6922118663787842,2,2009
4252,1456,FACULDADE ANHANGUERA DE SERTÃOZINHO,PRIVADA,1,ADMINISTRAÇÃO,350201451702,SERTAOZINHO,94.0,39.0,2.82234263420105,2.415734052658081,3,2009
4254,1457,FACULDADE EURO-PANAMERICANA DE HUMANIDADES E TECNOLOGIAS,PRIVADA,1,ADMINISTRAÇÃO,351506013009,COTIA,17.0,8.0,1.8531498908996582,1.6341267824172974,2,2009
4258,1459,FACULDADE DE CIÊNCIAS HUMANAS E SOCIAIS,PRIVADA,1,ADMINISTRAÇÃO,310501943104,MONTE CARMELO,73.0,72.0,2.691349506378174,2.289246082305908,3,2009
4259,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,PRIVADA,1,ADMINISTRAÇÃO,290502127408,SALVADOR,10.0,26.0,2.7327356338500977,2.8246209621429443,3,2009
4260,1461,FACULDADE DE TECNOLOGIA E CIÊNCIAS,PRIVADA,2,DIREITO,290502127408,SALVADOR,72.0,135.0,2.1037673950195312,2.320435047149658,3,2009
4262,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,PRIVADA,1,ADMINISTRAÇÃO,250402207507,JOAO PESSOA,45.0,52.0,2.002464771270752,2.030900001525879,3,2009
4263,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,PRIVADA,2,DIREITO,250402207507,JOAO PESSOA,72.0,35.0,2.6210339069366455,2.394899845123291,3,2009
4264,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,PRIVADA,8,COMUNICAÇÃO SOCIAL,250402207507,JOAO PESSOA,12.0,33.0,2.4094080924987793,2.272526741027832,3,2009
4265,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,250402207507,JOAO PESSOA,25.0,25.0,1.4848802089691162,1.6975582838058472,2,2009
4267,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,PRIVADA,84,TECNOLOGIA EM MARKETING,250402207507,JOAO PESSOA,57.0,38.0,2.244150400161743,1.9534878730773926,3,2009
4268,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,PRIVADA,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,250402207507,JOAO PESSOA,59.0,29.0,1.7069618701934814,1.6942743062973022,2,2009
4269,1462,INSTITUTO PARAIBANO DE ENSINO RENOVADO,PRIVADA,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,250402207507,JOAO PESSOA,60.0,21.0,1.0311082601547241,1.1428954601287842,2,2009
4270,1463,FACULDADE ALFACASTELO,PRIVADA,1,ADMINISTRAÇÃO,351505705708,BARUERI,26.0,46.0,1.4301382303237915,1.7537124156951904,2,2009
4272,1464,FACULDADE MÓDULO PAULISTA,PRIVADA,1,ADMINISTRAÇÃO,351506150308,SAO PAULO,23.0,26.0,3.6530349254608154,3.220832586288452,4,2009
4273,1465,FACULDADE DE RIBEIRÃO PRETO,PRIVADA,1,ADMINISTRAÇÃO,350201443402,RIBEIRAO PRETO,8.0,39.0,1.9577088356018066,1.7001621723175049,2,2009
4275,1465,FACULDADE DE RIBEIRÃO PRETO,PRIVADA,13,CIÊNCIAS ECONÔMICAS,350201443402,RIBEIRAO PRETO,8.0,13.0,1.0426464080810547,1.3745536804199219,2,2009
4276,1465,FACULDADE DE RIBEIRÃO PRETO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,350201443402,RIBEIRAO PRETO,56.0,59.0,1.999711513519287,2.1661489009857178,3,2009
4278,1467,FACULDADE CENECISTA DE VILA VELHA,PRIVADA,1,ADMINISTRAÇÃO,320300905200,VILA VELHA,25.0,31.0,1.5850322246551514,1.5444265604019165,2,2009
4279,1468,"ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE UBERLÂNDIA",PRIVADA,1,ADMINISTRAÇÃO,310501870206,UBERLANDIA,49.0,37.0,3.75358247756958,3.999213218688965,5,2009
4281,1468,"ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE UBERLÂNDIA",PRIVADA,8,COMUNICAÇÃO SOCIAL,310501870206,UBERLANDIA,45.0,23.0,3.5313668251037598,3.6806464195251465,4,2009
4285,1469,FACULDADE DE CIÊNCIAS SOCIAIS DE FLORIANÓPOLIS,PRIVADA,1,ADMINISTRAÇÃO,420501605407,FLORIANOPOLIS,84.0,73.0,3.295609712600708,3.216926336288452,4,2009
4286,1469,FACULDADE DE CIÊNCIAS SOCIAIS DE FLORIANÓPOLIS,PRIVADA,2,DIREITO,420501605407,FLORIANOPOLIS,188.0,198.0,2.7365565299987793,2.686429023742676,3,2009
4288,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,PRIVADA,1,ADMINISTRAÇÃO,420401207502,INDAIAL,209.0,115.0,1.9546869993209839,1.7866051197052002,2,2009
4289,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,PRIVADA,2,DIREITO,420401207502,INDAIAL,54.0,7.0,2.8480498790740967,1.9390441179275513,2,2009
4290,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,PRIVADA,8,COMUNICAÇÃO SOCIAL,420401207502,INDAIAL,29.0,18.0,3.8060669898986816,2.873304605484009,3,2009
4291,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,PRIVADA,22,CIÊNCIAS CONTÁBEIS,420401207502,INDAIAL,123.0,4.0,2.210249185562134,2.057035446166992,3,2009
4293,1472,CENTRO UNIVERSITÁRIO LEONARDO DA VINCI,PRIVADA,85,TECNOLOGIA EM PROCESSOS GERENCIAIS,420401207502,INDAIAL,248.0,85.0,1.8017792701721191,1.921712875366211,2,2009
4295,1476,FACULDADES INTEGRADAS INTERAMERICANAS,PRIVADA,8,COMUNICAÇÃO SOCIAL,351506150308,SAO PAULO,21.0,34.0,0.8720394372940063,0.7614998817443848,1,2009
4296,1476,FACULDADES INTEGRADAS INTERAMERICANAS,PRIVADA,26,DESIGN,351506150308,SAO PAULO,29.0,40.0,2.1856696605682373,1.5236706733703613,2,2009
4297,1477,FACULDADE MICHELANGELO,PRIVADA,1,ADMINISTRAÇÃO,530100100108,BRASILIA,57.0,38.0,2.461602210998535,2.2878596782684326,3,2009
4298,1477,FACULDADE MICHELANGELO,PRIVADA,22,CIÊNCIAS CONTÁBEIS,530100100108,BRASILIA,34.0,10.0,1.762110948562622,1.448847770690918,2,2009
4300,1478,FACULDADE ANCHIETA,PRIVADA,1,ADMINISTRAÇÃO,351506148708,SAO BERNARDO DO CAMPO,156.0,215.0,2.003420114517212,2.1471951007843018,3,2009
4301,1478,FACULDADE ANCHIETA,PRIVADA,2,DIREITO,351506148708,SAO BERNARDO DO CAMPO,24.0,40.0,1.3089927434921265,1.5455378293991089,2,2009
4303,1478,FACULDADE ANCHIETA,PRIVADA,22,CIÊNCIAS CONTÁBEIS,351506148708,SAO BERNARDO DO CAMPO,46.0,32.0,1.6084357500076294,1.4254075288772583,2,2009
4304,1478,FACULDADE ANCHIETA,PRIVADA,29,TURISMO,351506148708,SAO BERNARDO DO CAMPO,45.0,37.0,2.2398369312286377,1.8588318824768066,2,2009
4305,1478,FACULDADE ANCHIETA,PRIVADA,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,351506148708,SAO BERNARDO DO CAMPO,355.0,241.0,2.4885811805725098,2.542764663696289,3,2009
4307,1484,FACULDADE IBMEC,PRIVADA,1,ADMINISTRAÇÃO,310703006200,BELO HORIZONTE,109.0,78.0,4.638619899749756,3.76157283782959,4,2009
4308,1484,FACULDADE IBMEC,PRIVADA,13,CIÊNCIAS ECONÔMICAS,310703006200,BELO HORIZONTE,57.0,21.0,4.330794811248779,3.6668970584869385,4,2009
4310,1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,PRIVADA,1,ADMINISTRAÇÃO,320300905309,VITORIA,102.0,179.0,1.6811096668243408,1.726447343826294,2,2009
4311,1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,PRIVADA,2,DIREITO,320300905309,VITORIA,138.0,139.0,1.3390594720840454,1.4904881715774536,2,2009
4312,1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,PRIVADA,8,COMUNICAÇÃO SOCIAL,320300905309,VITORIA,22.0,33.0,3.039485454559326,2.5573909282684326,3,2009
4313,1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,PRIVADA,8,COMUNICAÇÃO SOCIAL,320300905309,VITORIA,32.0,50.0,1.2204463481903076,1.5141149759292603,2,2009
4314,1486,FACULDADE ESTÁCIO DE SÁ DE VITÓRIA,PRIVADA,29,TURISMO,320300905309,VITORIA,15.0,65.0,1.8479290008544922,1.6461797952651978,2,2009
4315,1487,FACULDADE DOM BOSCO,PRIVADA,1,ADMINISTRAÇÃO,411003706902,CURITIBA,36.0,133.0,2.095655679702759,2.2033395767211914,3,2009
4316,1487,FACULDADE DOM BOSCO,PRIVADA,2,DIREITO,411003706902,CURITIBA,154.0,58.0,2.4868557453155518,2.3352584838867188,3,2009
4317,1487,FACULDADE DOM BOSCO,PRIVADA,18,PSICOLOGIA,411003706902,CURITIBA,54.0,43.0,2.2414510250091553,2.2814242839813232,3,2009
4318,1488,FACULDADE PARAÍSO,PRIVADA,1,ADMINISTRAÇÃO,330601804904,SAO GONCALO,111.0,68.0,1.667276382446289,1.8009274005889893,2,2009
4320,1488,FACULDADE PARAÍSO,PRIVADA,29,TURISMO,330601804904,SAO GONCALO,21.0,24.0,2.234339714050293,1.4534064531326294,2,2009
4321,1488,FACULDADE PARAÍSO,PRIVADA,87,TECNOLOGIA EM GESTÃO FINANCEIRA,330601804904,SAO GONCALO,8.0,7.0,2.3582544326782227,1.9923815727233887,3,2009
4322,1490,FACULDADE DE JAGUARIÚNA,PRIVADA,1,ADMINISTRAÇÃO,350703224709,JAGUARIUNA,35.0,68.0,2.9292361736297607,2.318253755569458,3,2009
4323,1490,FACULDADE DE JAGUARIÚNA,PRIVADA,2,DIREITO,350703224709,JAGUARIUNA,46.0,40.0,3.1890857219696045,2.962132453918457,4,2009
4324,1490,FACULDADE DE JAGUARIÚNA,PRIVADA,18,PSICOLOGIA,350703224709,JAGUARIUNA,18.0,40.0,2.6662745475769043,2.325018882751465,3,2009
4325,1490,FACULDADE DE JAGUARIÚNA,PRIVADA,22,CIÊNCIAS CONTÁBEIS,350703224709,JAGUARIUNA,21.0,34.0,3.608358383178711,2.75347900390625,3,2009
4326,1490,FACULDADE DE JAGUARIÚNA,PRIVADA,29,TURISMO,350703224709,JAGUARIUNA,10.0,19.0,4.117055416107178,3.2240488529205322,4,2009
4327,1491,FACULDADE INTERNACIONAL DE CURITIBA,PRIVADA,1,ADMINISTRAÇÃO,411003706902,CURITIBA,294.0,90.0,1.8029556274414062,1.6273694038391113,2,2009
4328,1491,FACULDADE INTERNACIONAL DE CURITIBA,PRIVADA,2,DIREITO,411003706902,CURITIBA,57.0,58.0,2.353980541229248,2.7012991905212402,3,2009
4332,1491,FACULDADE INTERNACIONAL DE CURITIBA,PRIVADA,22,CIÊNCIAS CONTÁBEIS,411003706902,CURITIBA,54.0,41.0,2.0040106773376465,1.81682288646698,2,2009
4333,1491,FACULDADE INTERNACIONAL DE CURITIBA,PRIVADA,29,TURISMO,411003706902,CURITIBA,22.0,31.0,2.191716194152832,1.8208627700805664,2,2009
4334,1491,FACULDADE INTERNACIONAL DE CURITIBA,PRIVADA,67,SECRETARIADO EXECUTIVO,411003706902,CURITIBA,41.0,52.0,2.4199514389038086,2.1688249111175537,3,2009
4336,1492,FACULDADE PITÁGORAS DE UBERLÂNDIA,PRIVADA,1,ADMINISTRAÇÃO,310501870206,UBERLANDIA,131.0,131.0,2.88820219039917,2.433763027191162,3,2009
4337,1492,FACULDADE PITÁGORAS DE UBERLÂNDIA,PRIVADA,2,DIREITO,310501870206,UBERLANDIA,196.0,52.0,2.351856231689453,2.220994234085083,3,2009
4338,1492,FACULDADE PITÁGORAS DE UBERLÂNDIA,PRIVADA,18,PSICOLOGIA,310501870206,UBERLANDIA,52.0,12.0,4.161993980407715,3.1074142456054688,4,2009
4339,1493,FACULDADE ALVES FARIA,PRIVADA,1,ADMINISTRAÇÃO,520301008707,GOIANIA,115.0,99.0,2.7233448028564453,2.205171823501587,3,2009
4340,1493,FACULDADE ALVES FARIA,PRIVADA,2,DIREITO,520301008707,GOIANIA,103.0,64.0,1.8845555782318115,1.8195241689682007,2,2009
4341,1493,FACULDADE ALVES FARIA,PRIVADA,8,COMUNICAÇÃO SOCIAL,520301008707,GOIANIA,33.0,31.0,2.942234992980957,2.362372875213623,3,2009
4345,1493,FACULDADE ALVES FARIA,PRIVADA,22,CIÊNCIAS CONTÁBEIS,520301008707,GOIANIA,56.0,38.0,2.744999647140503,2.1705524921417236,3,2009
4347,1494,FACULDADE CATÓLICA SALESIANA DO ESPÍRITO SANTO,PRIVADA,1,ADMINISTRAÇÃO,320300905309,VITORIA,29.0,20.0,2.481177568435669,2.187242269515991,3,2009
4348,1494,FACULDADE CATÓLICA SALESIANA DO ESPÍRITO SANTO,PRIVADA,18,PSICOLOGIA,320300905309,VITORIA,28.0,9.0,3.3688526153564453,2.728329658508301,3,2009
4349,1496,FACULDADE ESTÁCIO DE SÁ DE VILA VELHA,PRIVADA,1,ADMINISTRAÇÃO,320300905200,VILA VELHA,62.0,193.0,1.6648695468902588,1.6877031326293945,2,2009
4350,1496,FACULDADE ESTÁCIO DE SÁ DE VILA VELHA,PRIVADA,2,DIREITO,320300905200,VILA VELHA,67.0,85.0,1.681852102279663,2.087358236312866,3,2009
4351,1496,FACULDADE ESTÁCIO DE SÁ DE VILA VELHA,PRIVADA,29,TURISMO,320300905200,VILA VELHA,3.0,29.0,3.324190616607666,2.5219805240631104,3,2009
4352,1497,FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO,PRIVADA,1,ADMINISTRAÇÃO,351004046405,SANTA CRUZ DO RIO PARDO,52.0,66.0,2.386746644973755,2.2329235076904297,3,2009
4354,1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,PRIVADA,1,ADMINISTRAÇÃO,320300905309,VITORIA,75.0,35.0,2.09596848487854,1.883502721786499,2,2009
4356,1498,INSTITUTO DE ENSINO SUPERIOR E FORMAÇÃO AVANÇADA DE VITÓRIA,PRIVADA,18,PSICOLOGIA,320300905309,VITORIA,41.0,36.0,2.5746560096740723,2.0789377689361572,3,2009
4358,1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,PRIVADA,1,ADMINISTRAÇÃO,351506052809,TABOAO DA SERRA,326.0,221.0,1.952584981918335,2.0280206203460693,3,2009
4359,1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,PRIVADA,2,DIREITO,351506052809,TABOAO DA SERRA,91.0,57.0,0.8951576352119446,1.4869054555892944,2,2009
4360,1499,FACULDADE ANHANGUERA DE TABOÃO DA SERRA,PRIVADA,22,CIÊNCIAS CONTÁBEIS,351506052809,TABOAO DA SERRA,38.0,26.0,1.0994361639022827,1.2638084888458252,2,2009
4362,1500,FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU,PRIVADA,1,ADMINISTRAÇÃO,410602425704,SAO MIGUEL DO IGUACU,41.0,32.0,2.559683322906494,2.3135769367218018,3,2009
4363,1500,FACULDADE DE ENSINO SUPERIOR DE SÃO MIGUEL DO IGUAÇU,PRIVADA,22,CIÊNCIAS CONTÁBEIS,410602425704,SAO MIGUEL DO IGUACU,52.0,29.0,1.8627204895019531,1.4581888914108276,2,2009
4365,1501,FACULDADE LATINO AMERICANA DE EDUCAÇÃO,PRIVADA,1,ADMINISTRAÇÃO,230301604400,FORTALEZA,10.0,17.0,2.1054370403289795,1.6052813529968262,2,2009
4367,1502,FACULDADE PITÁGORAS DE JUNDIAÍ,PRIVADA,1,ADMINISTRAÇÃO,351204725904,JUNDIAI,22.0,15.0,1.851325273513794,1.83076810836792,2,2009
4368,1503,FACULDADE DOUTOR LEOCÁDIO JOSÉ CORREIA,PRIVADA,1,ADMINISTRAÇÃO,411003706902,CURITIBA,30.0,27.0,2.6217007637023926,2.502458333969116,3,2009
4369,1504,FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ,PRIVADA,1,ADMINISTRAÇÃO,270301104302,MACEIO,55.0,29.0,1.5079914331436157,1.7776182889938354,2,2009
4371,1504,FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ,PRIVADA,8,COMUNICAÇÃO SOCIAL,270301104302,MACEIO,26.0,21.0,2.73183536529541,2.8663454055786133,3,2009
4372,1504,FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ,PRIVADA,26,DESIGN,270301104302,MACEIO,17.0,7.0,2.222648859024048,2.2844462394714355,3,2009
4373,1506,INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR,PRIVADA,1,ADMINISTRAÇÃO,420401308203,ITAJAI,118.0,67.0,2.5652482509613037,2.3964686393737793,3,2009
4375,1506,INSTITUTO CENECISTA FAYAL DE ENSINO SUPERIOR,PRIVADA,22,CIÊNCIAS CONTÁBEIS,420401308203,ITAJAI,34.0,23.0,2.1759958267211914,2.0515453815460205,3,2009
4376,1507,FACULDADE PROJEÇÃO DE CEILÂNDIA,PRIVADA,1,ADMINISTRAÇÃO,530100100108,BRASILIA,17.0,35.0,1.6568900346755981,1.5902113914489746,2,2009
4378,1508,FACULDADE METROPOLITANA DE MARINGÁ,PRIVADA,1,ADMINISTRAÇÃO,410300915200,MARINGA,99.0,95.0,1.2588555812835693,1.8461493253707886,2,2009
4380,1508,FACULDADE METROPOLITANA DE MARINGÁ,PRIVADA,8,COMUNICAÇÃO SOCIAL,410300915200,MARINGA,24.0,11.0,1.8930819034576416,1.6530776023864746,2,2009
4381,1508,FACULDADE METROPOLITANA DE MARINGÁ,PRIVADA,8,COMUNICAÇÃO SOCIAL,410300915200,MARINGA,2.0,4.0,2.366976261138916,1.6429893970489502,2,2009
4382,1508,FACULDADE METROPOLITANA DE MARINGÁ,PRIVADA,22,CIÊNCIAS CONTÁBEIS,410300915200,MARINGA,53.0,47.0,1.4315431118011475,1.4867768287658691,2,2009
4385,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,1,ADMINISTRAÇÃO,310703006200,BELO HORIZONTE,84.0,324.0,1.8620212078094482,1.6746349334716797,2,2009
4386,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,2,DIREITO,310703006200,BELO HORIZONTE,186.0,106.0,1.4377307891845703,1.324693202972412,2,2009
4387,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,8,COMUNICAÇÃO SOCIAL,310703006200,BELO HORIZONTE,32.0,103.0,2.7180285453796387,2.353679656982422,3,2009
4388,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,8,COMUNICAÇÃO SOCIAL,310703006200,BELO HORIZONTE,29.0,233.0,1.9659456014633179,2.048274517059326,3,2009
4389,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,29,TURISMO,310703006200,BELO HORIZONTE,20.0,55.0,2.61140513420105,1.8540903329849243,2,2009
4390,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,83,TECNOLOGIA EM DESIGN DE MODA,310703006200,BELO HORIZONTE,26.0,18.0,3.069913387298584,2.0666871070861816,3,2009
4391,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,84,TECNOLOGIA EM MARKETING,310703006200,BELO HORIZONTE,11.0,21.0,2.9291396141052246,2.211803436279297,3,2009
4392,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,86,TECNOLOGIA EM GESTÃO DE RECURSOS HUMANOS,310703006200,BELO HORIZONTE,8.0,55.0,2.2152228355407715,2.1548612117767334,3,2009
4393,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,87,TECNOLOGIA EM GESTÃO FINANCEIRA,310703006200,BELO HORIZONTE,10.0,39.0,1.3036472797393799,1.2020939588546753,2,2009
4394,1509,FACULDADE ESTÁCIO DE SÁ DE BELO HORIZONTE,PRIVADA,88,TECNOLOGIA EM GASTRONOMIA,310703006200,BELO HORIZONTE,6.0,53.0,4.41913366317749,2.8230836391448975,3,2009
4395,1510,FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA,PRIVADA,1,ADMINISTRAÇÃO,420501616602,SAO JOSE,167.0,785.0,2.88521409034729,2.613813877105713,3,2009
4396,1510,FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA,PRIVADA,2,DIREITO,420501616602,SAO JOSE,100.0,122.0,2.751812219619751,2.59517765045166,3,2009
4397,1510,FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA,PRIVADA,8,COMUNICAÇÃO SOCIAL,420501616602,SAO JOSE,48.0,59.0,3.4191935062408447,2.696023941040039,3,2009
4398,1510,FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA,PRIVADA,8,COMUNICAÇÃO SOCIAL,420501616602,SAO JOSE,49.0,96.0,3.5750744342803955,2.799747943878174,3,2009
4401,1510,FACULDADE ESTÁCIO DE SÁ DE SANTA CATARINA,PRIVADA,29,TURISMO,420501616602,SAO JOSE,2.0,22.0,3.5942187309265137,3.0231287479400635,4,2009
4403,1513,INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO,PRIVADA,1,ADMINISTRAÇÃO,220200311001,TERESINA,21.0,32.0,1.7922110557556152,1.9413031339645386,2,2009
4404,1513,INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO,PRIVADA,2,DIREITO,220200311001,TERESINA,153.0,116.0,3.614168405532837,2.6312179565429688,3,2009
4405,1514,FACULDADE VALE DO CRICARÉ,PRIVADA,1,ADMINISTRAÇÃO,320200504906,SAO MATEUS,21.0,52.0,1.8141288757324219,1.5891143083572388,2,2009
4406,1514,FACULDADE VALE DO CRICARÉ,PRIVADA,2,DIREITO,320200504906,SAO MATEUS,68.0,50.0,2.0601861476898193,1.7478539943695068,2,2009
4408,1514,FACULDADE VALE DO CRICARÉ,PRIVADA,22,CIÊNCIAS CONTÁBEIS,320200504906,SAO MATEUS,24.0,32.0,2.387420177459717,1.9071582555770874,2,2009
4412,1516,FACULDADE DE VINHEDO,PRIVADA,1,ADMINISTRAÇÃO,350703256701,VINHEDO,31.0,76.0,2.1741347312927246,1.9061675071716309,2,2009
4415,1519,FACULDADE DE PATO BRANCO,PRIVADA,1,ADMINISTRAÇÃO,410702718501,PATO BRANCO,66.0,80.0,1.8610867261886597,1.7862977981567383,2,2009
4417,1519,FACULDADE DE PATO BRANCO,PRIVADA,8,COMUNICAÇÃO SOCIAL,410702718501,PATO BRANCO,23.0,8.0,3.04824161529541,2.406074047088623,3,2009
4418,1519,FACULDADE DE PATO BRANCO,PRIVADA,8,COMUNICAÇÃO SOCIAL,410702718501,PATO BRANCO,12.0,12.0,3.2577555179595947,2.4853522777557373,3,2009
4419,1519,FACULDADE DE PATO BRANCO,PRIVADA,18,PSICOLOGIA,410702718501,PATO BRANCO,20.0,32.0,2.405407667160034,1.8216780424118042,2,2009
4420,1520,FACULDADE FIA DE ADMINISTRAÇÃO E NEGÓCIOS,PRIVADA,1,ADMINISTRAÇÃO,351506150308,SAO PAULO,6.0,15.0,1.061949372291565,1.4282878637313843,2,2009
